category,text
entertainment,berlin cheer anti nazi film german movi anti nazi resist heroin draw loud applaus berlin film festiv sophi scholl final day portray final day member white rise movement scholl 21 arrest behead brother han 1943 distribut leaflet condemn abhorr tyranni adolf hitler director marc rothemund say feel respon legaci scholl go idea aliv ad film draw transcript gestapo interrog scholl trial preserv archiv communist east germani secret polic discoveri inspir film rothemund work close surviv rel includ scholl sister ensur histor accuraci film scholl member white rise resist group start distribut anti nazi leaflet summer 1942 arrest drop leaflet munich univer call day reckon adolf hitler regim film focus day scholl arrest inten trial see scholl initi deni charg end defiant appear german film vy prize festiv south african film version bizet tragic opera carman shot cape town xhosa languag premier berlin festiv film entitl carman ekhayelitsha carman khayelitsha township stori set perform 40 strong music theatr troup debut film perform film south african featur 25 year second nomin golden bear award
business,virgin blue share plummet 20 share australian budget airlin virgin blue plung 20 warn steep fall year profit virgin blue say profit tax year march 10 15 lower previou year sluggish demand report previous novemb decemb 2004 continu say virgin blue chief execut brett godfrey virgin blue 25 own richard branson struggl fend pressur rival jetstar cut year passeng number forecast approxim 2.5 virgin blue report 22 fall quarter profit august 2004 tough competit novemb half profit slack demand rise fuel cost virgin blue launch year ago roughli australia domest airlin market nation carrier qanta fight budget airlin jetstar take sky 2004 sydney list virgin blue share recov slightli close 12 wednesday share major sharehold patrick corpor own 46 virgin blue drop 31 close
business,crude oil price 50 cold weather part unit state europ push crude oil price 50 barrel time month freez temperatur heavi snowfal increa demand heat fuel stock low fresh fall valu dollar help carri price 50 mark time novemb barrel crude oil close 2.80 51.15 new york tuesday opec member say tuesday see reason cut output year peak 55.67 barrel reach octob price 2004 averag 41.48 brent crude rise london trade ad 1.89 48.62 close western europ north east america shiver unseason low temperatur recent day declin dollar week low euro serv inflat price dollar move sharpli overnight oil follow say chri fur senior market strategist 4cast dollar continu weaken oil obvious high opec member say cut product unlik cite rise price strong demand oil asia agre need cut suppli price fathi bin shatwan libya oil minist tell reuter think need cut price fall 35 barrel ad opec close watch global stock ensur excess suppli market arriv spring northern hemispher focu attent stockpil crude gasolin 9 high time year heavi stockpil help forc price lower demand ea
politics,hagu give pm ambit conserv leader william hagu say stand leadership have give ambit prime minist mr hagu 43 tell daili telegraph find life domin polit bore unfulfil mr hagu step parti 2001 elect defeat rule return bench tell paper hope remain mp richmond north york start famili wife ffion mr hagu recent publish biographi william pitt young say want continu write book speech write tell newspap don know don rush ask stand leadership mr hagu repli definit determin stay away central role disappoint senior conserv member parti need tim collin shadow educ secretari say week huge boost parti mr hagu return bench mr hagu mp 27 leader opposit 36 say feel fortun age 40 cram entir polit career cabinet leader parti branch thing liber feel mr hagu ad misjudg ambit prime minist mayb wasn drive polit think say
sport,moya emot davi cup win carlo moya describ spain davi cup victori highlight career beat andi roddick end usa challeng sevil moya miss spain 2000 victori injuri beat roddick 6 2 7 6 7 1 7 6 7 5 host unassail 3 1 lead wake night dream day say moya energi focus today live today think live spain davi cup titl come year ago valencia beat australia moya nicknam charli admit davi cup dream bit nervou outset peopl say obsess think well way help reach goal obsess incred win point spanish captain jordi arre say charli play great game opportun hasn let lose time roddick day beat wait year posit spain victori remark perform rafael nadal beat roddick open singl age 18 year 185 day mallorcan youngest player win davi cup great way finish year say nadal coach patrick mcenro want roddick rest team play tenni clay hone skill surfac think help guy slow hard court learn mix thing littl bit play littl bit smart tactic well obvious unrealist go start play constantli clay schedul certainli think work appropri time play coupl event play guy good stuff say mcenro roddick leave frustrat lose singl slow clay sevil olymp stadium tough feel like time clay courter world say american chanc didn convert line well weekend come take care busi beat simpl
business,korean credit card firm rescu south korea large credit card firm avert liquid follow trillion win 960 £499 bail lg card threaten collap huge debt firm creditor parent step rescu consortium creditor lg group famili own conglomer 480 stabili firm lg card seven million custom collap send shockwav countri economi firm creditor 99 lg card tri agre deal secur futur week take control compani januari avoid bankruptci 4.5bn bail threaten delist compani trigger massiv debt redempt forc compani bankruptci agreement reach futur fund lg card need financi aid laah chong gyu execut director korea develop bank firm creditor say agreement 12 trillion win debt convert equiti purpos capit inject avoid delist goal meet david kim analyst sejong secur tell reuter south korea consum credit market slowli recov crisi 2002 credit bubbl burst million consum fall debt repay lg card return profit septemb need capit avoid throw market south korea stock exchang delist firm debt exce asset year run
politics,howard back stem cell research michael howard back stem cell research say import peopl frighten futur controversi issu featur recent presidenti elect georg bush oppos extend tori leader argu moral case embrac scienc help victim alzheim parkinson motor neuron disea believ duti offer hope million peopl suffer devast ill say use embryon stem cell uk allow stem cell master cell abil develop bodi tissu type scientist hope grow cell laboratori programm form specif tissu kidney heart brain tissu mr howard acknowledg genuin concern stem cell research argu mustn frighten chang nostalg past optimist futur politician creat right framework great potenti scienc har benefit mankind life expect averag briton mid-70 societi respon enhanc qualiti peopl live grow old know peopl concern stem cell research fear meddl stuff soul respect concern believ duti offer hope million peopl suffer devast ill like parkinson multipl sclerosi motor neuron disea alzheim see paper today possibl heart problem mr howard acknowledg easi answer issu necessari courag know moral right ad cour stem cell recent discoveri research need look potenti respon grown way hope million peopl rest achiev superman actor late christoph reev advoc research paralys hor ride accid mr howard remark speech westminst conserv nation woman committe ambit valu
sport,connor boost british tenni world number jimmi connor plan long term relationship lawn tenni associ help unearth tim henman american spend day lta annual elit perform winter camp la manga early week britain right attitud say connor involv lta well short term arrang confus kid ask lta chief execut john crowther ad relationship jimmi start develop coach player say like want use jimmi number week year hope begin good long term relationship camp play host 30 lead senior junior player includ greg rusedski arvind parmar ann keothavong la manga amaz site bunch kid want good say connor speak queen club london impress coach way kid go workout feel practic interest kid 15 16 17 desir passion bring coach surround instil import work practic buy know give effort minut practic speak la manga lta perform director david felgat tell bbc sport jimmi fantast player coach humbl consid achiev work coach hope grow ll individu relationship player know clear word didn want short term 52 week year job life passion coach respect want involv real input stake reput go success connor agre comment bbc year wimbledon championship work second week tournament
business,japane bank battl end japan sumitomo mitsui financi withdraw takeov offer rival bank ufj hold enabl merg mitsubishi tokyo sumitomo boss tell counterpart ufj decis friday clear way conclud 3 trillion yen 29bn deal mitsubishi deal creat world big bank asset 189 trillion yen 1.8 trillion sumitomo exit end high profil fight japane bank histori ufj hold japan fourth large bank centr fierc bid battl year sumitomo japan large bank tabl high offer ufj rival valu compani 35bn ufj manag know prefer offer mitsubishi tokyo financi group mtfg japan second large bank concern rais sumitomo abil absorb ufj admit defeat believ market investor accept ufj mtfg merger sumitomo say statement give ongo integr ufj mtfg oper persist propos good interest sharehold ufj s. mitsubishi takeov ufj japan large takeov deal approv sharehold firm expect formal sumitomo turn attent deepen tie daiwa secur japane financi firm set merg ventur capit oper specul lead blow merger japane bank increasingli seek allianc boost profit
tech,game maker fight surviv britain large independ game maker argonaut game sale london base compani harri potter game sack 100 employe sever cash crisi administr tell bbc news onlin sell argonaut way save run cash argonaut warn low cash 10 day ago share suspend trade london stock exchang argonaut make game 18 year large independ game develop uk headquart north london oper studio cambridg sheffield argonaut harri potter game provid healthi flow cash compani like softwar develop argonaut need constant flow deal publish sign troubl emerg august warn head loss £6 financi year delay sign new contract game new deal delay lead argonaut warn mid octob run cash suspend trade share london stock exchang cost cut measur 100 employe fire news £6 loss come know go redund say jason parkinson game develop sack argonaut lot peopl suspect argonaut troubl time tell bbc news onlin mr parkinson say staff tell job loss necessari save argonaut go start year compani employ 268 peopl late round cut 80 staff argonaut headquart edgwar north london 17 morphem offic kentish town london 22 add monster base cambridg argonaut call administr david rubin partner friday find way rescu compani collap spend weekend go compani financ conclud way save busi sale administr tell bbc news onlin cost restructu high partli overhead compani premis uk say hope save 110 job sell busi say express interest quarter look quick sale administr say ensur staff redund receiv wage redund holiday pay hope christma
tech,secur warn fbi viru feder bureau investig warn comput viru spread mail purport fbi mail come fbi.gov address tell recipi access illeg websit messag warn internet use monitor fbi internet fraud complaint center attach mail contain viru fbi say messag ask recipi click attach answer question internet use questionnair attach contain viru infect recipi comput accord agenc clear viru infect comput user warn open attach unsolicit mail peopl know recipi similar solicit know fbi engag practic send unsolicit mail public manner fbi say statement bureau investig phoney mail agenc early month shut fbi.gov account commun public secur breach spokeswoman say incid appear unrel
tech,halo 2 herald traffic explo grow popular onlin game spell problem net servic firm warn network monitor compani sandvin issu warn follow analysi show traffic xbox game network increa fourfold launch day halo 2 9 novemb traffic explo continu decemb say sandvin servic provid need sure network cope increa demand bandwidth popular singl player titl halo 2 connect microsoft subscript base broadband network xbox live gamer want play onlin creat clan team compar surg number huge demand bandwidth wake industri ensur network cope increa traffic say sandvin chief technolog offic marc morin bid cope ea congest provid increasingli make network intellig find bandwidth common charg peopl bandwidth use explo xbox live traffic attribut halo 2 see clarion say isp need enhanc broadband experi high end user prioritis reserv bandwidth game ad main factor spoil onlin game lag notic delay gamer click mous keyboard happen onlin game world gamer tend migrat network low lag analys traffic increasingli import servic provid hold bandwidth hungri gamer say lindsay schroth analyst research firm yanke group competit broadband environ oper need differenti way offer access servic like live play game say countri korea high level fast net connect home onlin game huge popular
sport,bate seal takeov ken bate complet takeov leed unit 73 year old chelsea chairman seal deal 0227 gmt friday buy 50 stake club say delight step mantel fantast club recognis leed great club fallen hard time lot hard work ahead club belong premiership help fan bate buy stake guis geneva base compani know forward sport fund reveal plan buy leed elland road stadium thorp arch train ground cour go tough jon task stabili cash flow sort remain creditor bate ad light end long tunnel past year matter firefight start run club outgo leed chairman gerald krasner say deal ensur medium long term surviv club believ mr bate propos total benefit club content mr bate leed unit continu consolid forward take leed unit march 2004 club debt £103 date board succeed reduc debt £25 m. work tirelessli solv problem leed unit eighti percent problem overcom come agreement mr bate secur ongo success krasner reveal consortium ask remain background club undisclo period help ensur smooth hand stay unpaid capac peter lorim continu role director point contact fan peter mccormick serv consult incom board outgo director agre leav loan £4.5 compani year leed new look board understand lorim join chelsea financ director yvonn todd bate lawyer mark taylor krasner refu detail financ involv takeov tell bbc live go figur ken want tell money dea money current board month see chequ week person stretch figur don discuss intern arrang bate step chelsea chairman march year follow roman abramovich £140 takeov stamford bridg propos invest £10 sheffield wednesday reject club sebastien sainsburi close takeov leed withdraw £25 offer week effort fail reveal £40 stage takeov club lose £10 month club brink administr deduct 10 point footbal leagu bate arriv invest spare prospect
sport,cole face lengthi injuri lay aston villa carlton cole week knee injuri striker season long loan chelsea pick knock england under-21 match holland early month carlton action week bad challeng say villa boss david leari win abl tell need oper mayb week oper get leave chelsea cole struggl ankl problem early season unabl rest leari shortag striker return fit dariu vassel month break ankl emerg luke moor allevi villa manag problem depart
tech,mobil audio enter new dimen mobil phone close ubiquit medium player audio import good sound small devic sound buzz bee jump leave right disappear head surround sound demo unremark hear multi speaker home cinema system startl emerg small mobil phone british firm sonapt number compani develop 3d audio technolog emerg stereo speaker firm am3d sr offer stereo widen technolog mobil phone sonapt manag director david monteith say firm compani offer posit 3d audio mobil basic technolog make sound bit big headphon bit nice tri proper 3d posit audio individu channel move sonapt work japane mobil network ntt docomo set standard 3d audio mobil phone month handset nec fujitsu mitsubishi relea japane marker chip produc yamaha rohm sonapt technolog technolog pc game consol time make effici small consum devic like mobil phone say mr monteith technolog work appli scienc psychoacoust grow medic research compani research director dr alastair sibbald basic tri fool ear think sound come area actual isn t. brain use certain bit inform effect synthesis mobil phone handset structur ear work 3d encod sound help brain understand sound eman sonapt audio process algorithm mimic 3d encod give impress sound come leave right listen fact come singl sourc mr montieth say sound ear right bend head leave ear shape ear caus differ sound ear synthesis differ sonapt hope technolog big impact grow market mobil game music download handheld limit screen small definit want impact medium run movi game watch tv want immer technolog help fish game titl use technolog creat 3d sound field gamer play drive game shoot em up technolog develop technolog music give song expan immer feel sonapt offer technolog chip softwar relea new version significantli improv effici audio process import use 10 15 processor win abl play game handset explain mr montieth compani look european market work network vodafon focus japan advanc mobil phone market know japan place handset use technolog handset uk month
sport,moya fight indian titl carlo moya man success defend chennai open titl beat time finalist paradorn srichaphan 3 6 6 4 7 6 7/5 spaniard donat £28 000 prize money relief effort victim asian tsunami final close thai second seed srichaphan 2003 winner close set moya take second set bounc 5 2 decid forc win tie break moya confirm donat prize money tournament tsunami victim hope make differ live contribut follow pledg player donat prize money tournament go ahead 26 decemb disast far claim 150 000 live scrichapan say donat unspecifi relief work thailand 5 000 peopl kill atp announc contribut us$25 000 tournament fee unicef emerg relief fund tamil nadu atp tour sponsor merce say contribut increa atp donat us$40 000
entertainment,career honour actor dicaprio actor leonardo dicaprio except career honour santa barbara intern film festiv star present award martin scorse direct oscar nomin movi aviat lifetim achiev award complet utterli surreal give 30 year old dicaprio say 17 year ve film retrospect movi show excit love ad want rest life dicaprio begin movi career horror film critter 3 move role basketbal diari romeo juliet titan gang new york achiev award creat commemor california festiv 20th anniversari coincid dicaprio portray millionair howard hugh aviat veteran actress jane russel star hugh 1943 film outlaw say impress dicaprio quest authent previous discuss role happi dicaprio come care come find hugh like say aviat take pole posit year oscar race 11 nomin includ nomin good film good actor dicaprio good director scorse
tech,mobil gig aim rock 3 forget go crowd bar enjoy gig late darl music press live gig mobil late gener 3 video phone rock outfit rooster play bill concert broadcast phone tuesday even london venu 45 minut gig phone cast 3 mobil phone oper 3 3 technolog let peopl watch send video clip phone swap datum fast 2 network like gsm peopl 3 phone uk download footbal music clip handset 1 000 fan london base band pay pound ticket need 3 handset pay come like expect custom mobil say 3 spokesperson belinda henderson like go concert hall virtual compani trial hope learn peopl use video phone look long peopl stay averag stream peopl stay time dip say ms henderson actual expect peopl dip mobil thing 3 look music way persuad peopl late video phone plan regular gig 2005 intermiss cour abl phone
politics,terror suspect face hous arrest uk citizen suspect involv terror face hous arrest seri new measur outlin home secretari come law lord rule detent 12 foreign terror suspect trial breach human right charl clark plan control order mean suspect involv terror subject hous arrest curfew tag law societi dub mr clark new propos abus power deal seek deport foreign detaine mainli hold belmarsh prison london current law introduc terror attack 11 septemb 2001 mr clark say effort continu deport countri origin algeria tunisia egypt jordan face tortur death propos chang prompt hous lord rule home secretari order british citizen foreign suspect deport face hous arrest measur restrict movement limit use telephon internet british citizen includ chang law lord say current power discriminatori foreign suspect mr clark say intellig report show british nation play signific role terror threat human right lawyer clive stafford smith say plan abus human right britain mr clark say prosecut govern prefer promis power case independ scrutini judg tell mp remain public emerg threaten life nation accept law lord rule argu detent power help prevent attack deter terrorist current detaine free new power place consid nation secur threat tell mp call rule wire tap intercept evid allow court mr clark refu chang say intercept evid small case man sourc live risk terror suspect hold indefinit belmarsh prison london conserv shadow home secretari david davi worri extend special power cover british citizen warn histori intern gener backfir resent creat process clearli home secretari find confin know terrorist recruit 10 unknown terrorist suggest chang law let secur clear judg view evid gather phone tap allow terror case come court liber democrat spokesman mark oaten back use wire tap evid say standard proof new power high ask minist look measur fit human right law shami chakrabarti human right group liberti join call intercept evid allow trial say adher rule law game cat mous govern swap human right opt
entertainment,halloween writer debra hill die screenwrit produc debra hill good know work 70 horror classic halloween die lo angel age 54 hill suffer cancer co write 1978 film star jami lee curti babysitt terroris psychopath direct john carpent 60 £31.3 worldwid record independ film time hill work carpent escap new york fog bear new jersey hill begin career product assist work way rank assist director second unit director begin collabor carpent regard pioneer woman film take job 70 commonli take man start 1974 woman industri say 2003 assum hair person script person assum writer produc take look reali weren woman carv nich carpent say work hill great experi life ground trailblaz begin follow incred capabl talent say carpent hill collabor number halloween sequel includ halloween ii halloween resurrect halloween cur michael myer later career hill form product compani friend lynda obst make string hit film includ oscar nomine fisher king teen comedi adventur babysit film includ stephen king adapt dead zone 1983 1985 clue comedi base board game cluedo 90 pursu work tv reunit carpent 1996 escap la sequel escap new york time death work film man pull rubbl twin tower follow 11 septemb terror attack 2001 co produc remak fog relea earli year
politics,royal coupl watch nation mood princ charl camilla parker bowl await nation reaction announc marri 8 april mr parker bowl titl hrh duchess cornwal civil ceremoni hold windsor castl daili telegraph poll 1 313 peopl suggest third briton support coupl decis marri 40 think mr parker bowl princess consort plan charl king 47 believ titl 7 think queen poll find major briton prefer monarchi miss gener queen hand throne grandson princ william 22 death abdic thursday night princ charl 56 mr parker bowl 57 host dinner windsor castl public appear announc engag mr parker bowl say princ go knee propos ad come earth display diamond engag ring royal famili heirloom report charl say wife absolut delight marriag end year specul relationship date 1970 queen duke edinburgh say news happi princ william harri say happi wish coupl luck futur we civil ceremoni follow servic prayer dedic st georg chapel archbishop canterburi dr rowan william presid marriag like sensit issu mr parker bowl divorc husband aliv king charl suprem governor church england anglican remain oppos remarriag divorce divorc diana disappoint countri feel diana treat open sen disillusion princ charl say ro coward write authoris biographi diana princess wale archbishop canterburi say plea princ charl mr camilla parker bowl decid import step toni blair say delight coupl offer congratul conserv leader michael howard liber democrat leader charl kennedi australia prime minist john howard offer congratul ad decis marri sensibl good thing mr parker bowl join princ numer engag recent year even event princ trust clarenc hous staff pain point attend event privat capac
tech,firefox browser take microsoft microsoft internet explor rival long await firefox 1.0 web browser relea peopl excit new softwar relea especi program game music movi player relea version firefox manag drum respect pre launch fervour fan softwar band rais cash pay advert new york time announc version 1.0 browser avail relea firefox 1.0 9 novemb caus head turn microsoft program steadili win peopl away softwar giant internet explor browser firefox creat mozilla foundat start browser maker netscap 1998 develop work go firefox appear februari early incarn core technolog call phoenix firebird softwar gain prais convert larg number secur problem come light microsoft internet explor rival ie get boost late june comput secur organis warn peopl avoid microsoft program avoid fall victim vulner internet monitor firm websidestori chart grow popul peopl firefox browser say respon slowli erod stranglehold ie juli year accord websidestori internet explor 95 web surfer figur remain static year juli ie popul drop 94.7 end octob stand 92.9 mozilla foundat claim firefox download million time publicli say happi garner 10 windows- net brow popul firefox prove popular moment far few secur hole internet explor innov lack microsoft program instanc firefox allow page differ websit arrang tab user switch easili block pop up neat way find text page let search page brow power featur firefox hundr extra extens produc mozilla foundat open sourc organis mean creator browser happi play core code program result differ add on extens browser includ version familiar googl toolbar homeland secur monitor user awar current threat level firefox call firebird phoenix grow number vocal net base fan campaign co ordin spread firefox websit attempt rais 50 000 need page advert new york time campaign set target recruit 2500 volunt day campaign 10 000 peopl sign 250 000 rais ad run week period late novemb earli decemb surplu cash help mozilla foundat run microsoft face grow challeng ie hold web popul altern browser opera safari amaya netscap
entertainment,celebr skate england footbal paul gascoign join eastend actress scarlett johnson bbc strictli ice danc christma special star televis present carol smilli jessica taylor liberti x. celebr pair profession skater impress panel judg win audienc vote bbc confirm final star battl ice king queen veteran present bruce forsyth tess dali host programm follow hot heel current saturday night seri strictli come danc celebr practis stipul ice danc perform ice rink partner judg 50 vote decid win contest ice rink audienc make rest vote form bbc festiv schedul ice skate duo jayn torvil christoph dean similar celebr ice danc itv titl star thin ice contest star thin ice pair profession skater learn new routin week end seri celebr crown winner
entertainment,mtv osbourn rock star ozzi osbourn say famili episod realiti tv osbourn end didn like have camera hous time black sabbath singer tell report mtv europ award rome wife sharon appear popular mtv base osbourn famili life agre everybodi realiti show get say ozzi osbourn say work involv make seri watch 25 minut episod ve film day say sharon osbourn current appear judg mentor itv1 talent factor alongsid simon cowel loui walsh early year top poll import peopl rock guid career husband ozzi famili drive forc osbourn run seri earn famili report 85 £46 renew popular ozzi see sale merchandi hit 50 £27.2 mark record heavi metal artist sale shirt accessori action figur rocket osbourn hit screen peak osbourn regular audienc million america tv guid magazin describ seri cross simpson spinal tap osbourn loss explain popular suppos american kick watch crazi brit famili like complet fool week
business,insur boss plead guilti insur execut plead guilti fraud charg stem ongo investig industri malpractic execut american intern group aig marsh mclennan late investig new york attorney gener eliot spitzer obtain guilti plea high rank execut plead guilti tuesday marsh senior vice presid joshua bewlay admit feloni count scheme defraud face year prison marsh spokeswoman say mr bewlay long compani mr spitzer investig insur industri look compani rig bid fix price month marsh agre pay 850 £415 settl lawsuit file mr spitzer settlement admit deni alleg
